Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio,LoanIncomeRatio,Has_Coapplicant
LP002782,Male,Yes,1,Graduate,No,2667.0,1542.0,148.0,360.0,1.0,Rural,1.0,Has Credit History,4209.0,148000.0,35.16274649560466,28.41236321750816,1
LP002786,Female,Yes,0,Not Graduate,No,1647.0,1762.0,181.0,360.0,1.0,Urban,0.0,Has Credit History,3409.0,181000.0,53.09474919331182,41.05239283284192,1
LP002790,Male,Yes,3+,Graduate,No,3400.0,0.0,80.0,120.0,1.0,Urban,3.0,Has Credit History,3400.0,80000.0,23.529411764705884,18.18181818181818,0
LP002791,Male,No,1,Graduate,No,16000.0,5000.0,40.0,360.0,1.0,Semiurban,1.0,Has Credit History,21000.0,40000.0,1.9047619047619047,1.8181818181818181,1
LP002793,Male,Yes,0,Graduate,No,5333.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,5333.0,90000.0,16.87605475342209,14.211274277593557,0
LP002802,Male,No,0,Graduate,No,2875.0,2416.0,95.0,6.0,0.0,Semiurban,0.0,No Credit History,5291.0,95000.0,17.955017955017954,15.100937847718964,1
LP002803,Male,Yes,1,Not Graduate,No,2600.0,618.0,122.0,360.0,1.0,Semiurban,1.0,Has Credit History,3218.0,122000.0,37.91174642635177,28.92366050260787,1
LP002805,Male,Yes,2,Graduate,No,5041.0,700.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,5741.0,150000.0,26.127852290541718,22.251891410769918,1
LP002806,Male,Yes,3+,Graduate,Yes,6958.0,1411.0,150.0,360.0,1.0,Rural,3.0,Has Credit History,8369.0,150000.0,17.92328832596487,16.01024655779699,1
LP002816,Male,Yes,1,Graduate,No,3500.0,1658.0,104.0,360.0,,Semiurban,1.0,Unknown/Not on File,5158.0,104000.0,20.16285381930981,16.888600194868463,1
LP002823,Male,Yes,0,Graduate,No,5509.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5509.0,143000.0,25.957524051552006,21.969580580734366,0
LP002825,Male,Yes,3+,Graduate,No,9699.0,0.0,300.0,360.0,1.0,Urban,3.0,Has Credit History,9699.0,300000.0,30.931023816888338,28.040003738667167,0
LP002826,Female,Yes,1,Not Graduate,No,3621.0,2717.0,171.0,360.0,1.0,Urban,1.0,Has Credit History,6338.0,171000.0,26.980119911644053,23.30335241210139,1
LP002843,Female,Yes,0,Graduate,No,4709.0,0.0,113.0,360.0,1.0,Semiurban,0.0,Has Credit History,4709.0,113000.0,23.996602251008706,19.79330881064985,0
LP002849,Male,Yes,0,Graduate,No,1516.0,1951.0,35.0,360.0,1.0,Semiurban,0.0,Has Credit History,3467.0,35000.0,10.09518315546582,7.835236176404745,1
LP002850,Male,No,2,Graduate,No,2400.0,0.0,46.0,360.0,1.0,Urban,2.0,Has Credit History,2400.0,46000.0,19.166666666666668,13.529411764705882,0
LP002853,Female,No,0,Not Graduate,No,3015.0,2000.0,145.0,360.0,,Urban,0.0,Unknown/Not on File,5015.0,145000.0,28.913260219341975,24.10640066500416,1
LP002856,Male,Yes,0,Graduate,No,2292.0,1558.0,119.0,360.0,1.0,Urban,0.0,Has Credit History,3850.0,119000.0,30.90909090909091,24.536082474226806,1
LP002857,Male,Yes,1,Graduate,Yes,2360.0,3355.0,87.0,240.0,1.0,Rural,1.0,Has Credit History,5715.0,87000.0,15.223097112860893,12.956068503350707,1
LP002858,Female,No,0,Graduate,No,4333.0,2333.0,162.0,360.0,0.0,Rural,0.0,No Credit History,6666.0,162000.0,24.302430243024304,21.132272371510567,1
LP002860,Male,Yes,0,Graduate,Yes,2623.0,4831.0,122.0,180.0,1.0,Semiurban,0.0,Has Credit History,7454.0,122000.0,16.367051247652267,14.43103856162763,1
LP002867,Male,No,0,Graduate,Yes,3972.0,4275.0,187.0,360.0,1.0,Rural,0.0,Has Credit History,8247.0,187000.0,22.674912089244575,20.22277495403915,1
LP002869,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180.0,1.0,Rural,3.0,Has Credit History,3522.0,81000.0,22.998296422487222,17.912428129146395,0
LP002870,Male,Yes,1,Graduate,No,4700.0,0.0,80.0,360.0,1.0,Urban,1.0,Has Credit History,4700.0,80000.0,17.02127659574468,14.035087719298245,0
LP002876,Male,No,0,Graduate,No,6858.0,0.0,176.0,360.0,1.0,Rural,0.0,Has Credit History,6858.0,176000.0,25.663458734324877,22.3975566301858,0
LP002878,Male,Yes,3+,Graduate,No,8334.0,0.0,260.0,360.0,1.0,Urban,3.0,Has Credit History,8334.0,260000.0,31.197504199664028,27.85515320334262,0
LP002879,Male,Yes,0,Graduate,No,3391.0,1966.0,133.0,360.0,0.0,Rural,0.0,No Credit History,5357.0,133000.0,24.8273287287661,20.921818467830736,1
LP002885,Male,No,0,Not Graduate,No,2868.0,0.0,70.0,360.0,1.0,Urban,0.0,Has Credit History,2868.0,70000.0,24.407252440725244,18.097207859358843,0
LP002890,Male,Yes,2,Not Graduate,No,3418.0,1380.0,135.0,360.0,1.0,Urban,2.0,Has Credit History,4798.0,135000.0,28.136723634847854,23.28389099689548,1
LP002891,Male,Yes,0,Graduate,Yes,2500.0,296.0,137.0,300.0,1.0,Rural,0.0,Has Credit History,2796.0,137000.0,48.99856938483548,36.090621707060066,1
LP002899,Male,Yes,2,Graduate,No,8667.0,0.0,254.0,360.0,1.0,Rural,2.0,Has Credit History,8667.0,254000.0,29.306565132110304,26.27495603599876,0
LP002901,Male,No,0,Graduate,No,2283.0,15000.0,106.0,360.0,,Rural,0.0,Unknown/Not on File,17283.0,106000.0,6.133194468552913,5.797735601378329,1
LP002907,Male,Yes,0,Graduate,No,5817.0,910.0,109.0,360.0,1.0,Urban,0.0,Has Credit History,6727.0,109000.0,16.203359595659283,14.106380225184418,1
LP002920,Male,Yes,0,Graduate,No,5119.0,3769.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,8888.0,120000.0,13.501350135013501,12.135922330097088,1
LP002921,Male,Yes,3+,Not Graduate,No,5316.0,187.0,158.0,180.0,0.0,Semiurban,3.0,No Credit History,5503.0,158000.0,28.711611848082864,24.296478548362295,1
LP002932,Male,Yes,3+,Graduate,No,7603.0,1213.0,197.0,360.0,1.0,Urban,3.0,Has Credit History,8816.0,197000.0,22.34573502722323,20.06927465362673,1
LP002935,Male,Yes,1,Graduate,No,3791.0,1936.0,85.0,360.0,1.0,Urban,1.0,Has Credit History,5727.0,85000.0,14.841976602060415,12.63564739111045,1
LP002952,Male,No,0,Graduate,No,2500.0,0.0,60.0,360.0,1.0,Urban,0.0,Has Credit History,2500.0,60000.0,24.0,17.142857142857142,0
LP002954,Male,Yes,2,Not Graduate,No,3132.0,0.0,76.0,360.0,,Rural,2.0,Unknown/Not on File,3132.0,76000.0,24.26564495530013,18.393030009680544,0
LP002962,Male,No,0,Graduate,No,4000.0,2667.0,152.0,360.0,1.0,Semiurban,0.0,Has Credit History,6667.0,152000.0,22.79886005699715,19.825224990217816,1
LP002965,Female,Yes,0,Graduate,No,8550.0,4255.0,96.0,360.0,,Urban,0.0,Unknown/Not on File,12805.0,96000.0,7.4970714564623195,6.954002173125679,1
LP002969,Male,Yes,1,Graduate,No,2269.0,2167.0,99.0,360.0,1.0,Semiurban,1.0,Has Credit History,4436.0,99000.0,22.31740306582507,18.211920529801326,1
LP002971,Male,Yes,3+,Not Graduate,Yes,4009.0,1777.0,113.0,360.0,1.0,Urban,3.0,Has Credit History,5786.0,113000.0,19.529899758036642,16.651930445033894,1
LP002975,Male,Yes,0,Graduate,No,4158.0,709.0,115.0,360.0,1.0,Urban,0.0,Has Credit History,4867.0,115000.0,23.628518594616807,19.601159025055395,1
LP002980,Male,No,0,Graduate,No,3250.0,1993.0,126.0,360.0,,Semiurban,0.0,Unknown/Not on File,5243.0,126000.0,24.03204272363151,20.182604517059104,1
LP002986,Male,Yes,0,Graduate,No,5000.0,2393.0,158.0,360.0,1.0,Rural,0.0,Has Credit History,7393.0,158000.0,21.371567699174896,18.825211485761944,1
LP002989,Male,No,0,Graduate,Yes,9200.0,0.0,98.0,180.0,1.0,Rural,0.0,Has Credit History,9200.0,98000.0,10.652173913043478,9.607843137254903,0
LP001002,Male,No,0,Graduate,No,5849.0,0.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,5849.0,126000.0,21.542143956231836,18.396846254927727,0
LP001003,Male,Yes,1,Graduate,No,4583.0,1508.0,128.0,360.0,1.0,Rural,1.0,Has Credit History,6091.0,128000.0,21.0146117222131,18.051050627556055,1
LP001005,Male,Yes,0,Graduate,Yes,3000.0,0.0,66.0,360.0,1.0,Urban,0.0,Has Credit History,3000.0,66000.0,22.0,16.5,0
LP001006,Male,Yes,0,Not Graduate,No,2583.0,2358.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,4941.0,120000.0,24.286581663630844,20.198619760983,1
LP001008,Male,No,0,Graduate,No,6000.0,0.0,141.0,360.0,1.0,Urban,0.0,Has Credit History,6000.0,141000.0,23.5,20.142857142857142,0
LP001011,Male,Yes,2,Graduate,Yes,5417.0,4196.0,267.0,360.0,1.0,Urban,2.0,Has Credit History,9613.0,267000.0,27.77488817226672,25.157825308583813,1
LP001013,Male,Yes,0,Not Graduate,No,2333.0,1516.0,95.0,360.0,1.0,Urban,0.0,Has Credit History,3849.0,95000.0,24.68173551571837,19.59166838523407,1
LP001014,Male,Yes,3+,Graduate,No,3036.0,2504.0,158.0,360.0,0.0,Semiurban,3.0,No Credit History,5540.0,158000.0,28.51985559566787,24.159021406727827,1
LP001018,Male,Yes,2,Graduate,No,4006.0,1526.0,168.0,360.0,1.0,Urban,2.0,Has Credit History,5532.0,168000.0,30.36876355748373,25.719534598897734,1
LP001020,Male,Yes,1,Graduate,No,12841.0,10968.0,349.0,360.0,1.0,Semiurban,1.0,Has Credit History,23809.0,349000.0,14.658322483094627,14.067475512918698,1
LP001024,Male,Yes,2,Graduate,No,3200.0,700.0,70.0,360.0,1.0,Urban,2.0,Has Credit History,3900.0,70000.0,17.94871794871795,14.285714285714285,1
LP001027,Male,Yes,2,Graduate,No,2500.0,1840.0,109.0,360.0,1.0,Urban,2.0,Has Credit History,4340.0,109000.0,25.11520737327189,20.411985018726593,1
LP001028,Male,Yes,2,Graduate,No,3073.0,8106.0,200.0,360.0,1.0,Urban,2.0,Has Credit History,11179.0,200000.0,17.890687896949636,16.421709499958947,1
LP001029,Male,No,0,Graduate,No,1853.0,2840.0,114.0,360.0,1.0,Rural,0.0,Has Credit History,4693.0,114000.0,24.291497975708502,20.024591603723874,1
LP001030,Male,Yes,2,Graduate,No,1299.0,1086.0,17.0,120.0,1.0,Urban,2.0,Has Credit History,2385.0,17000.0,7.127882599580713,5.022156573116692,1
LP001032,Male,No,0,Graduate,No,4950.0,0.0,125.0,360.0,1.0,Urban,0.0,Has Credit History,4950.0,125000.0,25.252525252525253,21.008403361344538,0
LP001034,Male,No,1,Not Graduate,No,3596.0,0.0,100.0,240.0,,Urban,1.0,Unknown/Not on File,3596.0,100000.0,27.808676307007786,21.75805047867711,0
LP001036,Female,No,0,Graduate,No,3510.0,0.0,76.0,360.0,0.0,Urban,0.0,No Credit History,3510.0,76000.0,21.65242165242165,16.851441241685144,0
LP001038,Male,Yes,0,Not Graduate,No,4887.0,0.0,133.0,360.0,1.0,Rural,0.0,Has Credit History,4887.0,133000.0,27.215060364231636,22.59215219976219,0
LP001041,Male,Yes,0,Graduate,No,2600.0,3500.0,115.0,360.0,1.0,Urban,0.0,Has Credit History,6100.0,115000.0,18.852459016393443,16.19718309859155,1
LP001043,Male,Yes,0,Not Graduate,No,7660.0,0.0,104.0,360.0,0.0,Urban,0.0,No Credit History,7660.0,104000.0,13.577023498694517,12.009237875288683,0
LP001046,Male,Yes,1,Graduate,No,5955.0,5625.0,315.0,360.0,1.0,Urban,1.0,Has Credit History,11580.0,315000.0,27.202072538860104,25.03974562798092,1
LP001047,Male,Yes,0,Not Graduate,No,2600.0,1911.0,116.0,360.0,0.0,Semiurban,0.0,No Credit History,4511.0,116000.0,25.71491908667701,21.048811467973145,1
LP001050,Male,Yes,2,Not Graduate,No,3365.0,1917.0,112.0,360.0,0.0,Rural,2.0,No Credit History,5282.0,112000.0,21.204089360090876,17.828716969118116,1
LP001052,Male,Yes,1,Graduate,No,3717.0,2925.0,151.0,360.0,,Semiurban,1.0,Unknown/Not on File,6642.0,151000.0,22.73411623005119,19.75922533368228,1
LP001066,Male,Yes,0,Graduate,Yes,9560.0,0.0,191.0,360.0,1.0,Semiurban,0.0,Has Credit History,9560.0,191000.0,19.97907949790795,18.08712121212121,0
LP001068,Male,Yes,0,Graduate,No,2799.0,2253.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,5052.0,122000.0,24.14885193982581,20.15862524785195,1
LP001073,Male,Yes,2,Not Graduate,No,4226.0,1040.0,110.0,360.0,1.0,Urban,2.0,Has Credit History,5266.0,110000.0,20.888720091150777,17.555059048834984,1
LP001086,Male,No,0,Not Graduate,No,1442.0,0.0,35.0,360.0,1.0,Urban,0.0,Has Credit History,1442.0,35000.0,24.271844660194176,14.332514332514332,0
LP001087,Female,No,2,Graduate,No,3750.0,2083.0,120.0,360.0,1.0,Semiurban,2.0,Has Credit History,5833.0,120000.0,20.5726041488085,17.561832284501683,1
LP001091,Male,Yes,1,Graduate,No,4166.0,3369.0,201.0,360.0,,Urban,1.0,Unknown/Not on File,7535.0,201000.0,26.675514266755144,23.550087873462214,1
LP001095,Male,No,0,Graduate,No,3167.0,0.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,3167.0,74000.0,23.365961477739184,17.75857931365491,0
LP001097,Male,No,1,Graduate,Yes,4692.0,0.0,106.0,360.0,1.0,Rural,1.0,Has Credit History,4692.0,106000.0,22.59164535379369,18.622628250175683,0
LP001098,Male,Yes,0,Graduate,No,3500.0,1667.0,114.0,360.0,1.0,Semiurban,0.0,Has Credit History,5167.0,114000.0,22.063092703696537,18.485487270958327,1
LP001100,Male,No,3+,Graduate,No,12500.0,3000.0,320.0,360.0,1.0,Rural,3.0,Has Credit History,15500.0,320000.0,20.64516129032258,19.393939393939394,1
LP001106,Male,Yes,0,Graduate,No,2275.0,2067.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,4342.0,126000.0,29.018885306310455,23.58667165855485,1
LP001109,Male,Yes,0,Graduate,No,1828.0,1330.0,100.0,360.0,0.0,Urban,0.0,No Credit History,3158.0,100000.0,31.665611146295124,24.050024050024053,1
LP001112,Female,Yes,0,Graduate,No,3667.0,1459.0,144.0,360.0,1.0,Semiurban,0.0,Has Credit History,5126.0,144000.0,28.092079594225517,23.506366307541626,1
LP001114,Male,No,0,Graduate,No,4166.0,7210.0,184.0,360.0,1.0,Urban,0.0,Has Credit History,11376.0,184000.0,16.17440225035162,14.86748545572075,1
LP001116,Male,No,0,Not Graduate,No,3748.0,1668.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,5416.0,110000.0,20.31019202363368,17.144638403990022,1
LP001119,Male,No,0,Graduate,No,3600.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,3600.0,80000.0,22.22222222222222,17.39130434782609,0
LP001120,Male,No,0,Graduate,No,1800.0,1213.0,47.0,360.0,1.0,Urban,0.0,Has Credit History,3013.0,47000.0,15.599070693660803,11.71193620732619,1
LP001123,Male,Yes,0,Graduate,No,2400.0,0.0,75.0,360.0,,Urban,0.0,Unknown/Not on File,2400.0,75000.0,31.25,22.058823529411764,0
LP001131,Male,Yes,0,Graduate,No,3941.0,2336.0,134.0,360.0,1.0,Semiurban,0.0,Has Credit History,6277.0,134000.0,21.347777600764697,18.41418166826989,1
LP001136,Male,Yes,0,Not Graduate,Yes,4695.0,0.0,96.0,360.0,1.0,Urban,0.0,Has Credit History,4695.0,96000.0,20.447284345047922,16.856892010535557,0
LP001137,Female,No,0,Graduate,No,3410.0,0.0,88.0,360.0,1.0,Urban,0.0,Has Credit History,3410.0,88000.0,25.806451612903224,19.954648526077097,0
LP001138,Male,Yes,1,Graduate,No,5649.0,0.0,44.0,360.0,1.0,Urban,1.0,Has Credit History,5649.0,44000.0,7.788989201628607,6.617536471649872,0
LP001144,Male,Yes,0,Graduate,No,5821.0,0.0,144.0,360.0,1.0,Urban,0.0,Has Credit History,5821.0,144000.0,24.738017522762412,21.11127400674388,0
LP001146,Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360.0,0.0,Urban,0.0,No Credit History,6085.0,120000.0,19.72062448644207,16.937191249117856,1
LP001151,Female,No,0,Graduate,No,4000.0,2275.0,144.0,360.0,1.0,Semiurban,0.0,Has Credit History,6275.0,144000.0,22.948207171314742,19.79381443298969,1
LP001155,Female,Yes,0,Not Graduate,No,1928.0,1644.0,100.0,360.0,1.0,Semiurban,0.0,Has Credit History,3572.0,100000.0,27.99552071668533,21.872265966754156,1
LP001157,Female,No,0,Graduate,No,3086.0,0.0,120.0,360.0,1.0,Semiurban,0.0,Has Credit History,3086.0,120000.0,38.8852883992223,29.36857562408223,0
LP001164,Female,No,0,Graduate,No,4230.0,0.0,112.0,360.0,1.0,Semiurban,0.0,Has Credit History,4230.0,112000.0,26.47754137115839,21.41491395793499,0
LP001179,Male,Yes,2,Graduate,No,4616.0,0.0,134.0,360.0,1.0,Urban,2.0,Has Credit History,4616.0,134000.0,29.02946273830156,23.860398860398863,0
LP001186,Female,Yes,1,Graduate,Yes,11500.0,0.0,286.0,360.0,0.0,Urban,1.0,No Credit History,11500.0,286000.0,24.869565217391305,22.88,0
LP001194,Male,Yes,2,Graduate,No,2708.0,1167.0,97.0,360.0,1.0,Semiurban,2.0,Has Credit History,3875.0,97000.0,25.032258064516128,19.897435897435898,1
LP001195,Male,Yes,0,Graduate,No,2132.0,1591.0,96.0,360.0,1.0,Semiurban,0.0,Has Credit History,3723.0,96000.0,25.785656728444803,20.326063942409487,1
LP001197,Male,Yes,0,Graduate,No,3366.0,2200.0,135.0,360.0,1.0,Rural,0.0,Has Credit History,5566.0,135000.0,24.254401724757457,20.560462991166617,1
LP001198,Male,Yes,1,Graduate,No,8080.0,2250.0,180.0,360.0,1.0,Urban,1.0,Has Credit History,10330.0,180000.0,17.424975798644724,15.88702559576346,1
LP001199,Male,Yes,2,Not Graduate,No,3357.0,2859.0,144.0,360.0,1.0,Urban,2.0,Has Credit History,6216.0,144000.0,23.166023166023166,19.955654101995563,1
LP001205,Male,Yes,0,Graduate,No,2500.0,3796.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,6296.0,120000.0,19.05972045743329,16.44736842105263,1
LP001206,Male,Yes,3+,Graduate,No,3029.0,0.0,99.0,360.0,1.0,Urban,3.0,Has Credit History,3029.0,99000.0,32.684054143281614,24.571854058078927,0
LP001207,Male,Yes,0,Not Graduate,Yes,2609.0,3449.0,165.0,180.0,0.0,Rural,0.0,No Credit History,6058.0,165000.0,27.23671178606801,23.37772740153018,1
LP001213,Male,Yes,1,Graduate,No,4945.0,0.0,126.0,360.0,0.0,Rural,1.0,No Credit History,4945.0,126000.0,25.480283114256824,21.194280908326323,0
LP001222,Female,No,0,Graduate,No,4166.0,0.0,116.0,360.0,0.0,Semiurban,0.0,No Credit History,4166.0,116000.0,27.84445511281805,22.454510259388307,0
LP001225,Male,Yes,0,Graduate,No,5726.0,4595.0,258.0,360.0,1.0,Semiurban,0.0,Has Credit History,10321.0,258000.0,24.997577754093594,22.789506227365074,1
LP001228,Male,No,0,Not Graduate,No,3200.0,2254.0,126.0,180.0,0.0,Urban,0.0,No Credit History,5454.0,126000.0,23.102310231023104,19.522776572668114,1
LP001233,Male,Yes,1,Graduate,No,10750.0,0.0,312.0,360.0,1.0,Urban,1.0,Has Credit History,10750.0,312000.0,29.023255813953487,26.5531914893617,0
LP001238,Male,Yes,3+,Not Graduate,Yes,7100.0,0.0,125.0,60.0,1.0,Urban,3.0,Has Credit History,7100.0,125000.0,17.6056338028169,15.4320987654321,0
LP001241,Female,No,0,Graduate,No,4300.0,0.0,136.0,360.0,0.0,Semiurban,0.0,No Credit History,4300.0,136000.0,31.627906976744185,25.660377358490567,0
LP001243,Male,Yes,0,Graduate,No,3208.0,3066.0,172.0,360.0,1.0,Urban,0.0,Has Credit History,6274.0,172000.0,27.41472744660504,23.645861974154524,1
LP001245,Male,Yes,2,Not Graduate,Yes,1875.0,1875.0,97.0,360.0,1.0,Semiurban,2.0,Has Credit History,3750.0,97000.0,25.866666666666667,20.42105263157895,1
LP001248,Male,No,0,Graduate,No,3500.0,0.0,81.0,300.0,1.0,Semiurban,0.0,Has Credit History,3500.0,81000.0,23.142857142857142,18.0,0
LP001250,Male,Yes,3+,Not Graduate,No,4755.0,0.0,95.0,360.0,0.0,Semiurban,3.0,No Credit History,4755.0,95000.0,19.978969505783386,16.507384882710685,0
LP001253,Male,Yes,3+,Graduate,Yes,5266.0,1774.0,187.0,360.0,1.0,Semiurban,3.0,Has Credit History,7040.0,187000.0,26.5625,23.258706467661693,1
LP001255,Male,No,0,Graduate,No,3750.0,0.0,113.0,480.0,1.0,Urban,0.0,Has Credit History,3750.0,113000.0,30.133333333333333,23.789473684210527,0
LP001256,Male,No,0,Graduate,No,3750.0,4750.0,176.0,360.0,1.0,Urban,0.0,Has Credit History,8500.0,176000.0,20.705882352941178,18.526315789473685,1
LP001259,Male,Yes,1,Graduate,Yes,1000.0,3022.0,110.0,360.0,1.0,Urban,1.0,Has Credit History,4022.0,110000.0,27.349577324714073,21.90362405416169,1
LP001263,Male,Yes,3+,Graduate,No,3167.0,4000.0,180.0,300.0,0.0,Semiurban,3.0,No Credit History,7167.0,180000.0,25.115110925073253,22.039916738092323,1
LP001264,Male,Yes,3+,Not Graduate,Yes,3333.0,2166.0,130.0,360.0,,Semiurban,3.0,Unknown/Not on File,5499.0,130000.0,23.64066193853428,20.003077396522542,1
LP001265,Female,No,0,Graduate,No,3846.0,0.0,111.0,360.0,1.0,Semiurban,0.0,Has Credit History,3846.0,111000.0,28.861154446177846,22.905489063144863,0
LP001266,Male,Yes,1,Graduate,Yes,2395.0,0.0,126.0,360.0,1.0,Semiurban,1.0,Has Credit History,2395.0,126000.0,52.609603340292274,37.11340206185567,0
LP001267,Female,Yes,2,Graduate,No,1378.0,1881.0,167.0,360.0,1.0,Urban,2.0,Has Credit History,3259.0,167000.0,51.2427124884934,39.211082413712134,1
LP001273,Male,Yes,0,Graduate,No,6000.0,2250.0,265.0,360.0,,Semiurban,0.0,Unknown/Not on File,8250.0,265000.0,32.121212121212125,28.64864864864865,1
LP001275,Male,Yes,1,Graduate,No,3988.0,0.0,50.0,240.0,1.0,Urban,1.0,Has Credit History,3988.0,50000.0,12.537612838515546,10.024057738572575,0
LP001279,Male,No,0,Graduate,No,2366.0,2531.0,136.0,360.0,1.0,Semiurban,0.0,Has Credit History,4897.0,136000.0,27.77210537063508,23.062574190266236,1
LP001280,Male,Yes,2,Not Graduate,No,3333.0,2000.0,99.0,360.0,,Semiurban,2.0,Unknown/Not on File,5333.0,99000.0,18.5636602287643,15.632401705352914,1
LP001282,Male,Yes,0,Graduate,No,2500.0,2118.0,104.0,360.0,1.0,Semiurban,0.0,Has Credit History,4618.0,104000.0,22.52057167605024,18.51192595229619,1
LP001289,Male,No,0,Graduate,No,8566.0,0.0,210.0,360.0,1.0,Urban,0.0,Has Credit History,8566.0,210000.0,24.515526500116742,21.95274932051014,0
LP001310,Male,Yes,0,Graduate,No,5695.0,4167.0,175.0,360.0,1.0,Semiurban,0.0,Has Credit History,9862.0,175000.0,17.744879334820524,16.111213404529554,1
LP001316,Male,Yes,0,Graduate,No,2958.0,2900.0,131.0,360.0,1.0,Semiurban,0.0,Has Credit History,5858.0,131000.0,22.362581085694778,19.10177894429863,1
LP001318,Male,Yes,2,Graduate,No,6250.0,5654.0,188.0,180.0,1.0,Semiurban,2.0,Has Credit History,11904.0,188000.0,15.793010752688172,14.569125852448852,1
LP001319,Male,Yes,2,Not Graduate,No,3273.0,1820.0,81.0,360.0,1.0,Urban,2.0,Has Credit History,5093.0,81000.0,15.904182210877675,13.293943870014772,1
LP001322,Male,No,0,Graduate,No,4133.0,0.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,4133.0,122000.0,29.518509557222355,23.76777712838496,0
LP001325,Male,No,0,Not Graduate,No,3620.0,0.0,25.0,120.0,1.0,Semiurban,0.0,Has Credit History,3620.0,25000.0,6.906077348066298,5.411255411255411,0
LP001326,Male,No,0,Graduate,No,6782.0,0.0,126.0,360.0,,Urban,0.0,Unknown/Not on File,6782.0,126000.0,18.57859038631672,16.191210485736313,0
LP001327,Female,Yes,0,Graduate,No,2484.0,2302.0,137.0,360.0,1.0,Semiurban,0.0,Has Credit History,4786.0,137000.0,28.625156707062263,23.67784306947805,1
LP001333,Male,Yes,0,Graduate,No,1977.0,997.0,50.0,360.0,1.0,Semiurban,0.0,Has Credit History,2974.0,50000.0,16.812373907195695,12.581781580271766,1
LP001334,Male,Yes,0,Not Graduate,No,4188.0,0.0,115.0,180.0,1.0,Semiurban,0.0,Has Credit History,4188.0,115000.0,27.45940783190067,22.166538164996147,0
LP001343,Male,Yes,0,Graduate,No,1759.0,3541.0,131.0,360.0,1.0,Semiurban,0.0,Has Credit History,5300.0,131000.0,24.71698113207547,20.793650793650794,1
LP001345,Male,Yes,2,Not Graduate,No,4288.0,3263.0,133.0,180.0,1.0,Urban,2.0,Has Credit History,7551.0,133000.0,17.61356111773275,15.55373640509882,1
LP001349,Male,No,0,Graduate,No,4843.0,3806.0,151.0,360.0,1.0,Semiurban,0.0,Has Credit History,8649.0,151000.0,17.458665741704245,15.64929008187377,1
LP001350,Male,Yes,0,Graduate,No,13650.0,0.0,126.0,360.0,1.0,Urban,,Has Credit History,13650.0,126000.0,9.23076923076923,8.600682593856655,0
LP001356,Male,Yes,0,Graduate,No,4652.0,3583.0,126.0,360.0,1.0,Semiurban,0.0,Has Credit History,8235.0,126000.0,15.300546448087431,13.643746616134273,1
LP001357,Male,Yes,0,Graduate,No,3816.0,754.0,160.0,360.0,1.0,Urban,,Has Credit History,4570.0,160000.0,35.010940919037196,28.725314183123878,1
LP001367,Male,Yes,1,Graduate,No,3052.0,1030.0,100.0,360.0,1.0,Urban,1.0,Has Credit History,4082.0,100000.0,24.49779519843214,19.677292404565133,1
LP001369,Male,Yes,2,Graduate,No,11417.0,1126.0,225.0,360.0,1.0,Urban,2.0,Has Credit History,12543.0,225000.0,17.93829227457546,16.61374880011814,1
LP001370,Male,No,0,Not Graduate,No,7333.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,7333.0,120000.0,16.36438019909996,14.400576023040921,0
LP001379,Male,Yes,2,Graduate,No,3800.0,3600.0,216.0,360.0,0.0,Urban,2.0,No Credit History,7400.0,216000.0,29.18918918918919,25.71428571428571,1
LP001384,Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480.0,1.0,Semiurban,3.0,Has Credit History,2825.0,94000.0,33.27433628318584,24.57516339869281,1
LP001385,Male,No,0,Graduate,No,5316.0,0.0,136.0,360.0,1.0,Urban,0.0,Has Credit History,5316.0,136000.0,25.583145221971407,21.532615579480684,0
LP001387,Female,Yes,0,Graduate,No,2929.0,2333.0,139.0,360.0,1.0,Semiurban,0.0,Has Credit History,5262.0,139000.0,26.415811478525274,22.197381028425426,1
LP001391,Male,Yes,0,Not Graduate,No,3572.0,4114.0,152.0,360.0,0.0,Rural,0.0,No Credit History,7686.0,152000.0,19.776216497527972,17.499424361040756,1
