Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Dependents_numeric,Credit_History_Status,TotalIncome,LoanAmount_Actual,Loan_to_Income_Ratio,Score_CreditHistory,Score_LoanToIncome,Score_Employment,Score_Stability,Approval_Likelihood_Score,Likelihood_Band
LP002711,Male,Yes,0,Graduate,No,2600.0,700.0,96.0,360.0,1.0,Semiurban,0.0,Has Credit History,3300.0,96000.0,29.09090909090909,40,10,10,20,84.2,High
LP002712,Male,No,2,Not Graduate,No,2733.0,1083.0,180.0,360.0,,Semiurban,2.0,Unknown/Not on File,3816.0,180000.0,47.16981132075472,20,3,10,11,46.3,Low
LP002721,Male,Yes,2,Graduate,Yes,7500.0,0.0,183.0,360.0,1.0,Rural,2.0,Has Credit History,7500.0,183000.0,24.4,40,18,6,17,85.3,High
LP002735,Male,Yes,2,Not Graduate,No,3859.0,0.0,121.0,360.0,1.0,Rural,2.0,Has Credit History,3859.0,121000.0,31.355273386887795,40,10,10,14,77.9,High
LP002744,Male,Yes,1,Graduate,No,6825.0,0.0,162.0,360.0,1.0,Rural,1.0,Has Credit History,6825.0,162000.0,23.736263736263737,40,18,10,17,89.5,High
LP002745,Male,Yes,0,Graduate,No,3708.0,4700.0,132.0,360.0,1.0,Semiurban,0.0,Has Credit History,8408.0,132000.0,15.699333967649856,40,25,10,20,100.0,High
LP002746,Male,No,0,Graduate,No,5314.0,0.0,147.0,360.0,1.0,Urban,0.0,Has Credit History,5314.0,147000.0,27.66277756868649,40,10,10,17,81.1,High
LP002747,Female,No,3+,Graduate,No,2366.0,5272.0,153.0,360.0,0.0,Rural,3.0,No Credit History,7638.0,153000.0,20.031421838177533,8,18,10,14,52.6,Medium
LP002754,Male,No,0,Graduate,No,2066.0,2108.0,104.0,84.0,1.0,Urban,0.0,Has Credit History,4174.0,104000.0,24.916147580258745,40,18,10,15,87.4,High
LP002759,Male,Yes,2,Graduate,No,5000.0,0.0,149.0,360.0,1.0,Rural,2.0,Has Credit History,5000.0,149000.0,29.8,40,10,10,17,81.1,High
LP002760,Female,No,0,Graduate,No,3767.0,0.0,134.0,300.0,1.0,Urban,0.0,Has Credit History,3767.0,134000.0,35.5720732678524,40,3,10,15,71.6,High
LP002766,Female,Yes,0,Graduate,No,7859.0,879.0,165.0,180.0,1.0,Semiurban,0.0,Has Credit History,8738.0,165000.0,18.883039597161822,40,18,10,18,90.5,High
LP002769,Female,Yes,0,Graduate,No,4283.0,0.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,4283.0,120000.0,28.017744571561987,40,10,10,20,84.2,High
LP002774,Male,Yes,0,Not Graduate,No,1700.0,2900.0,67.0,360.0,0.0,Urban,0.0,No Credit History,4600.0,67000.0,14.565217391304348,8,25,10,17,63.2,Medium
LP002775,Male,No,0,Not Graduate,No,4768.0,0.0,125.0,360.0,1.0,Rural,0.0,Has Credit History,4768.0,125000.0,26.216442953020135,40,10,10,14,77.9,High
LP002781,Male,No,0,Graduate,No,3083.0,2738.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,5821.0,120000.0,20.61501460230201,40,18,10,17,89.5,High
LP002782,Male,Yes,1,Graduate,No,2667.0,1542.0,148.0,360.0,1.0,Rural,1.0,Has Credit History,4209.0,148000.0,35.16274649560466,40,3,10,17,73.7,High
LP002786,Female,Yes,0,Not Graduate,No,1647.0,1762.0,181.0,360.0,1.0,Urban,0.0,Has Credit History,3409.0,181000.0,53.09474919331182,40,3,10,17,73.7,High
LP002790,Male,Yes,3+,Graduate,No,3400.0,0.0,80.0,120.0,1.0,Urban,3.0,Has Credit History,3400.0,80000.0,23.529411764705884,40,18,10,15,87.4,High
LP002791,Male,No,1,Graduate,No,16000.0,5000.0,40.0,360.0,1.0,Semiurban,1.0,Has Credit History,21000.0,40000.0,1.9047619047619049,40,25,10,14,93.7,High
LP002793,Male,Yes,0,Graduate,No,5333.0,0.0,90.0,360.0,1.0,Rural,0.0,Has Credit History,5333.0,90000.0,16.87605475342209,40,25,10,20,100.0,High
LP002802,Male,No,0,Graduate,No,2875.0,2416.0,95.0,6.0,0.0,Semiurban,0.0,No Credit History,5291.0,95000.0,17.955017955017954,8,25,10,15,61.1,Medium
LP002803,Male,Yes,1,Not Graduate,No,2600.0,618.0,122.0,360.0,1.0,Semiurban,1.0,Has Credit History,3218.0,122000.0,37.91174642635177,40,3,10,14,70.5,High
LP002805,Male,Yes,2,Graduate,No,5041.0,700.0,150.0,360.0,1.0,Urban,2.0,Has Credit History,5741.0,150000.0,26.12785229054172,40,10,10,17,81.1,High
LP002806,Male,Yes,3+,Graduate,Yes,6958.0,1411.0,150.0,360.0,1.0,Rural,3.0,Has Credit History,8369.0,150000.0,17.92328832596487,40,25,6,17,92.6,High
LP002816,Male,Yes,1,Graduate,No,3500.0,1658.0,104.0,360.0,,Semiurban,1.0,Unknown/Not on File,5158.0,104000.0,20.16285381930981,20,18,10,17,68.4,Medium
LP002823,Male,Yes,0,Graduate,No,5509.0,0.0,143.0,360.0,1.0,Rural,0.0,Has Credit History,5509.0,143000.0,25.957524051552006,40,18,10,20,92.6,High
LP002825,Male,Yes,3+,Graduate,No,9699.0,0.0,300.0,360.0,1.0,Urban,3.0,Has Credit History,9699.0,300000.0,30.931023816888334,40,10,10,17,81.1,High
LP002826,Female,Yes,1,Not Graduate,No,3621.0,2717.0,171.0,360.0,1.0,Urban,1.0,Has Credit History,6338.0,171000.0,26.980119911644053,40,10,10,14,77.9,High
LP002843,Female,Yes,0,Graduate,No,4709.0,0.0,113.0,360.0,1.0,Semiurban,0.0,Has Credit History,4709.0,113000.0,23.996602251008703,40,18,10,20,92.6,High
LP002849,Male,Yes,0,Graduate,No,1516.0,1951.0,35.0,360.0,1.0,Semiurban,0.0,Has Credit History,3467.0,35000.0,10.09518315546582,40,25,10,20,100.0,High
LP002850,Male,No,2,Graduate,No,2400.0,0.0,46.0,360.0,1.0,Urban,2.0,Has Credit History,2400.0,46000.0,19.166666666666668,40,18,10,14,86.3,High
LP002853,Female,No,0,Not Graduate,No,3015.0,2000.0,145.0,360.0,,Urban,0.0,Unknown/Not on File,5015.0,145000.0,28.913260219341975,20,10,10,14,56.8,Medium
LP002856,Male,Yes,0,Graduate,No,2292.0,1558.0,119.0,360.0,1.0,Urban,0.0,Has Credit History,3850.0,119000.0,30.90909090909091,40,10,10,20,84.2,High
LP002857,Male,Yes,1,Graduate,Yes,2360.0,3355.0,87.0,240.0,1.0,Rural,1.0,Has Credit History,5715.0,87000.0,15.223097112860891,40,25,6,15,90.5,High
LP002858,Female,No,0,Graduate,No,4333.0,2333.0,162.0,360.0,0.0,Rural,0.0,No Credit History,6666.0,162000.0,24.302430243024304,8,18,10,17,55.8,Medium
LP002860,Male,Yes,0,Graduate,Yes,2623.0,4831.0,122.0,180.0,1.0,Semiurban,0.0,Has Credit History,7454.0,122000.0,16.367051247652267,40,25,6,18,93.7,High
LP002867,Male,No,0,Graduate,Yes,3972.0,4275.0,187.0,360.0,1.0,Rural,0.0,Has Credit History,8247.0,187000.0,22.674912089244575,40,18,6,17,85.3,High
LP002869,Male,Yes,3+,Not Graduate,No,3522.0,0.0,81.0,180.0,1.0,Rural,3.0,Has Credit History,3522.0,81000.0,22.998296422487225,40,18,10,12,84.2,High
LP002870,Male,Yes,1,Graduate,No,4700.0,0.0,80.0,360.0,1.0,Urban,1.0,Has Credit History,4700.0,80000.0,17.02127659574468,40,25,10,17,96.8,High
LP002876,Male,No,0,Graduate,No,6858.0,0.0,176.0,360.0,1.0,Rural,0.0,Has Credit History,6858.0,176000.0,25.663458734324877,40,18,10,17,89.5,High
LP002878,Male,Yes,3+,Graduate,No,8334.0,0.0,260.0,360.0,1.0,Urban,3.0,Has Credit History,8334.0,260000.0,31.197504199664028,40,10,10,17,81.1,High
LP002879,Male,Yes,0,Graduate,No,3391.0,1966.0,133.0,360.0,0.0,Rural,0.0,No Credit History,5357.0,133000.0,24.8273287287661,8,18,10,20,58.9,Medium
LP002885,Male,No,0,Not Graduate,No,2868.0,0.0,70.0,360.0,1.0,Urban,0.0,Has Credit History,2868.0,70000.0,24.407252440725244,40,18,10,14,86.3,High
LP002890,Male,Yes,2,Not Graduate,No,3418.0,1380.0,135.0,360.0,1.0,Urban,2.0,Has Credit History,4798.0,135000.0,28.136723634847858,40,10,10,14,77.9,High
LP002891,Male,Yes,0,Graduate,Yes,2500.0,296.0,137.0,300.0,1.0,Rural,0.0,Has Credit History,2796.0,137000.0,48.99856938483548,40,3,6,18,70.5,High
LP002899,Male,Yes,2,Graduate,No,8667.0,0.0,254.0,360.0,1.0,Rural,2.0,Has Credit History,8667.0,254000.0,29.306565132110304,40,10,10,17,81.1,High
LP002901,Male,No,0,Graduate,No,2283.0,15000.0,106.0,360.0,,Rural,0.0,Unknown/Not on File,17283.0,106000.0,6.133194468552913,20,25,10,17,75.8,High
LP002907,Male,Yes,0,Graduate,No,5817.0,910.0,109.0,360.0,1.0,Urban,0.0,Has Credit History,6727.0,109000.0,16.203359595659283,40,25,10,20,100.0,High
LP002920,Male,Yes,0,Graduate,No,5119.0,3769.0,120.0,360.0,1.0,Rural,0.0,Has Credit History,8888.0,120000.0,13.5013501350135,40,25,10,20,100.0,High
LP002921,Male,Yes,3+,Not Graduate,No,5316.0,187.0,158.0,180.0,0.0,Semiurban,3.0,No Credit History,5503.0,158000.0,28.711611848082864,8,10,10,12,42.1,Low
LP002932,Male,Yes,3+,Graduate,No,7603.0,1213.0,197.0,360.0,1.0,Urban,3.0,Has Credit History,8816.0,197000.0,22.34573502722323,40,18,10,17,89.5,High
LP002935,Male,Yes,1,Graduate,No,3791.0,1936.0,85.0,360.0,1.0,Urban,1.0,Has Credit History,5727.0,85000.0,14.841976602060416,40,25,10,17,96.8,High
LP002952,Male,No,0,Graduate,No,2500.0,0.0,60.0,360.0,1.0,Urban,0.0,Has Credit History,2500.0,60000.0,24.0,40,18,10,17,89.5,High
LP002954,Male,Yes,2,Not Graduate,No,3132.0,0.0,76.0,360.0,,Rural,2.0,Unknown/Not on File,3132.0,76000.0,24.26564495530013,20,18,10,14,65.3,Medium
LP002962,Male,No,0,Graduate,No,4000.0,2667.0,152.0,360.0,1.0,Semiurban,0.0,Has Credit History,6667.0,152000.0,22.79886005699715,40,18,10,17,89.5,High
LP002965,Female,Yes,0,Graduate,No,8550.0,4255.0,96.0,360.0,,Urban,0.0,Unknown/Not on File,12805.0,96000.0,7.49707145646232,20,25,10,20,78.9,High
LP002969,Male,Yes,1,Graduate,No,2269.0,2167.0,99.0,360.0,1.0,Semiurban,1.0,Has Credit History,4436.0,99000.0,22.31740306582507,40,18,10,17,89.5,High
LP002971,Male,Yes,3+,Not Graduate,Yes,4009.0,1777.0,113.0,360.0,1.0,Urban,3.0,Has Credit History,5786.0,113000.0,19.52989975803664,40,18,6,14,82.1,High
LP002975,Male,Yes,0,Graduate,No,4158.0,709.0,115.0,360.0,1.0,Urban,0.0,Has Credit History,4867.0,115000.0,23.628518594616807,40,18,10,20,92.6,High
LP002980,Male,No,0,Graduate,No,3250.0,1993.0,126.0,360.0,,Semiurban,0.0,Unknown/Not on File,5243.0,126000.0,24.03204272363151,20,18,10,17,68.4,Medium
LP002986,Male,Yes,0,Graduate,No,5000.0,2393.0,158.0,360.0,1.0,Rural,0.0,Has Credit History,7393.0,158000.0,21.371567699174896,40,18,10,20,92.6,High
LP002989,Male,No,0,Graduate,Yes,9200.0,0.0,98.0,180.0,1.0,Rural,0.0,Has Credit History,9200.0,98000.0,10.652173913043478,40,25,6,15,90.5,High
LP001002,Male,No,0,Graduate,No,5849.0,0.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,5849.0,126000.0,21.542143956231836,40,18,10,17,89.5,High
LP001003,Male,Yes,1,Graduate,No,4583.0,1508.0,128.0,360.0,1.0,Rural,1.0,Has Credit History,6091.0,128000.0,21.0146117222131,40,18,10,17,89.5,High
LP001005,Male,Yes,0,Graduate,Yes,3000.0,0.0,66.0,360.0,1.0,Urban,0.0,Has Credit History,3000.0,66000.0,22.0,40,18,6,20,88.4,High
LP001006,Male,Yes,0,Not Graduate,No,2583.0,2358.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,4941.0,120000.0,24.286581663630844,40,18,10,17,89.5,High
LP001008,Male,No,0,Graduate,No,6000.0,0.0,141.0,360.0,1.0,Urban,0.0,Has Credit History,6000.0,141000.0,23.5,40,18,10,17,89.5,High
LP001011,Male,Yes,2,Graduate,Yes,5417.0,4196.0,267.0,360.0,1.0,Urban,2.0,Has Credit History,9613.0,267000.0,27.77488817226672,40,10,6,17,76.8,High
LP001013,Male,Yes,0,Not Graduate,No,2333.0,1516.0,95.0,360.0,1.0,Urban,0.0,Has Credit History,3849.0,95000.0,24.68173551571837,40,18,10,17,89.5,High
LP001014,Male,Yes,3+,Graduate,No,3036.0,2504.0,158.0,360.0,0.0,Semiurban,3.0,No Credit History,5540.0,158000.0,28.51985559566787,8,10,10,17,47.4,Low
LP001018,Male,Yes,2,Graduate,No,4006.0,1526.0,168.0,360.0,1.0,Urban,2.0,Has Credit History,5532.0,168000.0,30.36876355748373,40,10,10,17,81.1,High
LP001020,Male,Yes,1,Graduate,No,12841.0,10968.0,349.0,360.0,1.0,Semiurban,1.0,Has Credit History,23809.0,349000.0,14.658322483094627,40,25,10,17,96.8,High
LP001024,Male,Yes,2,Graduate,No,3200.0,700.0,70.0,360.0,1.0,Urban,2.0,Has Credit History,3900.0,70000.0,17.94871794871795,40,25,10,17,96.8,High
LP001027,Male,Yes,2,Graduate,No,2500.0,1840.0,109.0,360.0,1.0,Urban,2.0,Has Credit History,4340.0,109000.0,25.11520737327189,40,18,10,17,89.5,High
LP001028,Male,Yes,2,Graduate,No,3073.0,8106.0,200.0,360.0,1.0,Urban,2.0,Has Credit History,11179.0,200000.0,17.890687896949636,40,25,10,17,96.8,High
LP001029,Male,No,0,Graduate,No,1853.0,2840.0,114.0,360.0,1.0,Rural,0.0,Has Credit History,4693.0,114000.0,24.291497975708506,40,18,10,17,89.5,High
LP001030,Male,Yes,2,Graduate,No,1299.0,1086.0,17.0,120.0,1.0,Urban,2.0,Has Credit History,2385.0,17000.0,7.127882599580713,40,25,10,15,94.7,High
LP001032,Male,No,0,Graduate,No,4950.0,0.0,125.0,360.0,1.0,Urban,0.0,Has Credit History,4950.0,125000.0,25.252525252525253,40,18,10,17,89.5,High
LP001034,Male,No,1,Not Graduate,No,3596.0,0.0,100.0,240.0,,Urban,1.0,Unknown/Not on File,3596.0,100000.0,27.808676307007783,20,10,10,9,51.6,Medium
LP001036,Female,No,0,Graduate,No,3510.0,0.0,76.0,360.0,0.0,Urban,0.0,No Credit History,3510.0,76000.0,21.65242165242165,8,18,10,17,55.8,Medium
LP001038,Male,Yes,0,Not Graduate,No,4887.0,0.0,133.0,360.0,1.0,Rural,0.0,Has Credit History,4887.0,133000.0,27.215060364231636,40,10,10,17,81.1,High
LP001041,Male,Yes,0,Graduate,No,2600.0,3500.0,115.0,360.0,1.0,Urban,0.0,Has Credit History,6100.0,115000.0,18.852459016393443,40,18,10,20,92.6,High
LP001043,Male,Yes,0,Not Graduate,No,7660.0,0.0,104.0,360.0,0.0,Urban,0.0,No Credit History,7660.0,104000.0,13.577023498694516,8,25,10,17,63.2,Medium
LP001046,Male,Yes,1,Graduate,No,5955.0,5625.0,315.0,360.0,1.0,Urban,1.0,Has Credit History,11580.0,315000.0,27.202072538860104,40,10,10,17,81.1,High
LP001047,Male,Yes,0,Not Graduate,No,2600.0,1911.0,116.0,360.0,0.0,Semiurban,0.0,No Credit History,4511.0,116000.0,25.71491908667701,8,18,10,17,55.8,Medium
LP001050,Male,Yes,2,Not Graduate,No,3365.0,1917.0,112.0,360.0,0.0,Rural,2.0,No Credit History,5282.0,112000.0,21.204089360090876,8,18,10,14,52.6,Medium
LP001052,Male,Yes,1,Graduate,No,3717.0,2925.0,151.0,360.0,,Semiurban,1.0,Unknown/Not on File,6642.0,151000.0,22.73411623005119,20,18,10,17,68.4,Medium
LP001066,Male,Yes,0,Graduate,Yes,9560.0,0.0,191.0,360.0,1.0,Semiurban,0.0,Has Credit History,9560.0,191000.0,19.97907949790795,40,18,6,20,88.4,High
LP001068,Male,Yes,0,Graduate,No,2799.0,2253.0,122.0,360.0,1.0,Semiurban,0.0,Has Credit History,5052.0,122000.0,24.14885193982581,40,18,10,20,92.6,High
LP001073,Male,Yes,2,Not Graduate,No,4226.0,1040.0,110.0,360.0,1.0,Urban,2.0,Has Credit History,5266.0,110000.0,20.888720091150777,40,18,10,14,86.3,High
LP001086,Male,No,0,Not Graduate,No,1442.0,0.0,35.0,360.0,1.0,Urban,0.0,Has Credit History,1442.0,35000.0,24.271844660194176,40,18,10,14,86.3,High
LP001087,Female,No,2,Graduate,No,3750.0,2083.0,120.0,360.0,1.0,Semiurban,2.0,Has Credit History,5833.0,120000.0,20.5726041488085,40,18,10,14,86.3,High
LP001091,Male,Yes,1,Graduate,No,4166.0,3369.0,201.0,360.0,,Urban,1.0,Unknown/Not on File,7535.0,201000.0,26.675514266755144,20,10,10,17,60.0,Medium
LP001095,Male,No,0,Graduate,No,3167.0,0.0,74.0,360.0,1.0,Urban,0.0,Has Credit History,3167.0,74000.0,23.365961477739184,40,18,10,17,89.5,High
LP001097,Male,No,1,Graduate,Yes,4692.0,0.0,106.0,360.0,1.0,Rural,1.0,Has Credit History,4692.0,106000.0,22.59164535379369,40,18,6,14,82.1,High
LP001098,Male,Yes,0,Graduate,No,3500.0,1667.0,114.0,360.0,1.0,Semiurban,0.0,Has Credit History,5167.0,114000.0,22.063092703696537,40,18,10,20,92.6,High
LP001100,Male,No,3+,Graduate,No,12500.0,3000.0,320.0,360.0,1.0,Rural,3.0,Has Credit History,15500.0,320000.0,20.64516129032258,40,18,10,14,86.3,High
LP001106,Male,Yes,0,Graduate,No,2275.0,2067.0,126.0,360.0,1.0,Urban,0.0,Has Credit History,4342.0,126000.0,29.018885306310455,40,10,10,20,84.2,High
LP001109,Male,Yes,0,Graduate,No,1828.0,1330.0,100.0,360.0,0.0,Urban,0.0,No Credit History,3158.0,100000.0,31.665611146295124,8,10,10,20,50.5,Medium
LP001112,Female,Yes,0,Graduate,No,3667.0,1459.0,144.0,360.0,1.0,Semiurban,0.0,Has Credit History,5126.0,144000.0,28.092079594225517,40,10,10,20,84.2,High
LP001114,Male,No,0,Graduate,No,4166.0,7210.0,184.0,360.0,1.0,Urban,0.0,Has Credit History,11376.0,184000.0,16.17440225035162,40,25,10,17,96.8,High
LP001116,Male,No,0,Not Graduate,No,3748.0,1668.0,110.0,360.0,1.0,Semiurban,0.0,Has Credit History,5416.0,110000.0,20.31019202363368,40,18,10,14,86.3,High
LP001119,Male,No,0,Graduate,No,3600.0,0.0,80.0,360.0,1.0,Urban,0.0,Has Credit History,3600.0,80000.0,22.22222222222222,40,18,10,17,89.5,High
LP001120,Male,No,0,Graduate,No,1800.0,1213.0,47.0,360.0,1.0,Urban,0.0,Has Credit History,3013.0,47000.0,15.599070693660805,40,25,10,17,96.8,High
LP001123,Male,Yes,0,Graduate,No,2400.0,0.0,75.0,360.0,,Urban,0.0,Unknown/Not on File,2400.0,75000.0,31.25,20,10,10,20,63.2,Medium
LP001131,Male,Yes,0,Graduate,No,3941.0,2336.0,134.0,360.0,1.0,Semiurban,0.0,Has Credit History,6277.0,134000.0,21.347777600764697,40,18,10,20,92.6,High
LP001136,Male,Yes,0,Not Graduate,Yes,4695.0,0.0,96.0,360.0,1.0,Urban,0.0,Has Credit History,4695.0,96000.0,20.44728434504792,40,18,6,17,85.3,High
LP001137,Female,No,0,Graduate,No,3410.0,0.0,88.0,360.0,1.0,Urban,0.0,Has Credit History,3410.0,88000.0,25.806451612903224,40,18,10,17,89.5,High
LP001138,Male,Yes,1,Graduate,No,5649.0,0.0,44.0,360.0,1.0,Urban,1.0,Has Credit History,5649.0,44000.0,7.788989201628607,40,25,10,17,96.8,High
LP001144,Male,Yes,0,Graduate,No,5821.0,0.0,144.0,360.0,1.0,Urban,0.0,Has Credit History,5821.0,144000.0,24.738017522762412,40,18,10,20,92.6,High
LP001146,Female,Yes,0,Graduate,No,2645.0,3440.0,120.0,360.0,0.0,Urban,0.0,No Credit History,6085.0,120000.0,19.72062448644207,8,18,10,20,58.9,Medium
LP001151,Female,No,0,Graduate,No,4000.0,2275.0,144.0,360.0,1.0,Semiurban,0.0,Has Credit History,6275.0,144000.0,22.948207171314746,40,18,10,17,89.5,High
LP001155,Female,Yes,0,Not Graduate,No,1928.0,1644.0,100.0,360.0,1.0,Semiurban,0.0,Has Credit History,3572.0,100000.0,27.99552071668533,40,10,10,17,81.1,High
LP001157,Female,No,0,Graduate,No,3086.0,0.0,120.0,360.0,1.0,Semiurban,0.0,Has Credit History,3086.0,120000.0,38.8852883992223,40,3,10,17,73.7,High
LP001164,Female,No,0,Graduate,No,4230.0,0.0,112.0,360.0,1.0,Semiurban,0.0,Has Credit History,4230.0,112000.0,26.47754137115839,40,10,10,17,81.1,High
LP001179,Male,Yes,2,Graduate,No,4616.0,0.0,134.0,360.0,1.0,Urban,2.0,Has Credit History,4616.0,134000.0,29.02946273830156,40,10,10,17,81.1,High
LP001186,Female,Yes,1,Graduate,Yes,11500.0,0.0,286.0,360.0,0.0,Urban,1.0,No Credit History,11500.0,286000.0,24.869565217391305,8,18,6,17,51.6,Medium
LP001194,Male,Yes,2,Graduate,No,2708.0,1167.0,97.0,360.0,1.0,Semiurban,2.0,Has Credit History,3875.0,97000.0,25.032258064516128,40,18,10,17,89.5,High
LP001195,Male,Yes,0,Graduate,No,2132.0,1591.0,96.0,360.0,1.0,Semiurban,0.0,Has Credit History,3723.0,96000.0,25.785656728444803,40,18,10,20,92.6,High
LP001197,Male,Yes,0,Graduate,No,3366.0,2200.0,135.0,360.0,1.0,Rural,0.0,Has Credit History,5566.0,135000.0,24.254401724757457,40,18,10,20,92.6,High
LP001198,Male,Yes,1,Graduate,No,8080.0,2250.0,180.0,360.0,1.0,Urban,1.0,Has Credit History,10330.0,180000.0,17.424975798644724,40,25,10,17,96.8,High
LP001199,Male,Yes,2,Not Graduate,No,3357.0,2859.0,144.0,360.0,1.0,Urban,2.0,Has Credit History,6216.0,144000.0,23.16602316602317,40,18,10,14,86.3,High
LP001205,Male,Yes,0,Graduate,No,2500.0,3796.0,120.0,360.0,1.0,Urban,0.0,Has Credit History,6296.0,120000.0,19.05972045743329,40,18,10,20,92.6,High
LP001206,Male,Yes,3+,Graduate,No,3029.0,0.0,99.0,360.0,1.0,Urban,3.0,Has Credit History,3029.0,99000.0,32.684054143281614,40,10,10,17,81.1,High
LP001207,Male,Yes,0,Not Graduate,Yes,2609.0,3449.0,165.0,180.0,0.0,Rural,0.0,No Credit History,6058.0,165000.0,27.23671178606801,8,10,6,15,41.1,Low
LP001213,Male,Yes,1,Graduate,No,4945.0,0.0,126.0,360.0,0.0,Rural,1.0,No Credit History,4945.0,126000.0,25.480283114256824,8,18,10,17,55.8,Medium
LP001222,Female,No,0,Graduate,No,4166.0,0.0,116.0,360.0,0.0,Semiurban,0.0,No Credit History,4166.0,116000.0,27.84445511281805,8,10,10,17,47.4,Low
LP001225,Male,Yes,0,Graduate,No,5726.0,4595.0,258.0,360.0,1.0,Semiurban,0.0,Has Credit History,10321.0,258000.0,24.99757775409359,40,18,10,20,92.6,High
LP001228,Male,No,0,Not Graduate,No,3200.0,2254.0,126.0,180.0,0.0,Urban,0.0,No Credit History,5454.0,126000.0,23.102310231023104,8,18,10,12,50.5,Medium
LP001233,Male,Yes,1,Graduate,No,10750.0,0.0,312.0,360.0,1.0,Urban,1.0,Has Credit History,10750.0,312000.0,29.023255813953487,40,10,10,17,81.1,High
LP001238,Male,Yes,3+,Not Graduate,Yes,7100.0,0.0,125.0,60.0,1.0,Urban,3.0,Has Credit History,7100.0,125000.0,17.6056338028169,40,25,6,12,87.4,High
LP001241,Female,No,0,Graduate,No,4300.0,0.0,136.0,360.0,0.0,Semiurban,0.0,No Credit History,4300.0,136000.0,31.627906976744185,8,10,10,17,47.4,Low
LP001243,Male,Yes,0,Graduate,No,3208.0,3066.0,172.0,360.0,1.0,Urban,0.0,Has Credit History,6274.0,172000.0,27.41472744660504,40,10,10,20,84.2,High
LP001245,Male,Yes,2,Not Graduate,Yes,1875.0,1875.0,97.0,360.0,1.0,Semiurban,2.0,Has Credit History,3750.0,97000.0,25.866666666666667,40,18,6,14,82.1,High
LP001248,Male,No,0,Graduate,No,3500.0,0.0,81.0,300.0,1.0,Semiurban,0.0,Has Credit History,3500.0,81000.0,23.142857142857142,40,18,10,15,87.4,High
LP001250,Male,Yes,3+,Not Graduate,No,4755.0,0.0,95.0,360.0,0.0,Semiurban,3.0,No Credit History,4755.0,95000.0,19.978969505783382,8,18,10,14,52.6,Medium
LP001253,Male,Yes,3+,Graduate,Yes,5266.0,1774.0,187.0,360.0,1.0,Semiurban,3.0,Has Credit History,7040.0,187000.0,26.5625,40,10,6,17,76.8,High
LP001255,Male,No,0,Graduate,No,3750.0,0.0,113.0,480.0,1.0,Urban,0.0,Has Credit History,3750.0,113000.0,30.133333333333333,40,10,10,17,81.1,High
LP001256,Male,No,0,Graduate,No,3750.0,4750.0,176.0,360.0,1.0,Urban,0.0,Has Credit History,8500.0,176000.0,20.705882352941178,40,18,10,17,89.5,High
LP001259,Male,Yes,1,Graduate,Yes,1000.0,3022.0,110.0,360.0,1.0,Urban,1.0,Has Credit History,4022.0,110000.0,27.349577324714073,40,10,6,17,76.8,High
LP001263,Male,Yes,3+,Graduate,No,3167.0,4000.0,180.0,300.0,0.0,Semiurban,3.0,No Credit History,7167.0,180000.0,25.115110925073253,8,18,10,15,53.7,Medium
LP001264,Male,Yes,3+,Not Graduate,Yes,3333.0,2166.0,130.0,360.0,,Semiurban,3.0,Unknown/Not on File,5499.0,130000.0,23.64066193853428,20,18,6,14,61.1,Medium
LP001265,Female,No,0,Graduate,No,3846.0,0.0,111.0,360.0,1.0,Semiurban,0.0,Has Credit History,3846.0,111000.0,28.86115444617785,40,10,10,17,81.1,High
LP001266,Male,Yes,1,Graduate,Yes,2395.0,0.0,126.0,360.0,1.0,Semiurban,1.0,Has Credit History,2395.0,126000.0,52.609603340292274,40,3,6,17,69.5,Medium
LP001267,Female,Yes,2,Graduate,No,1378.0,1881.0,167.0,360.0,1.0,Urban,2.0,Has Credit History,3259.0,167000.0,51.2427124884934,40,3,10,17,73.7,High
LP001273,Male,Yes,0,Graduate,No,6000.0,2250.0,265.0,360.0,,Semiurban,0.0,Unknown/Not on File,8250.0,265000.0,32.121212121212125,20,10,10,20,63.2,Medium
LP001275,Male,Yes,1,Graduate,No,3988.0,0.0,50.0,240.0,1.0,Urban,1.0,Has Credit History,3988.0,50000.0,12.537612838515546,40,25,10,15,94.7,High
LP001279,Male,No,0,Graduate,No,2366.0,2531.0,136.0,360.0,1.0,Semiurban,0.0,Has Credit History,4897.0,136000.0,27.77210537063508,40,10,10,17,81.1,High
LP001280,Male,Yes,2,Not Graduate,No,3333.0,2000.0,99.0,360.0,,Semiurban,2.0,Unknown/Not on File,5333.0,99000.0,18.5636602287643,20,18,10,14,65.3,Medium
LP001282,Male,Yes,0,Graduate,No,2500.0,2118.0,104.0,360.0,1.0,Semiurban,0.0,Has Credit History,4618.0,104000.0,22.52057167605024,40,18,10,20,92.6,High
LP001289,Male,No,0,Graduate,No,8566.0,0.0,210.0,360.0,1.0,Urban,0.0,Has Credit History,8566.0,210000.0,24.515526500116746,40,18,10,17,89.5,High
